"name","value","changed","description"
"optimize_move_to_prewhere_if_final","0",0,"If query has `FINAL`, the optimization `move_to_prewhere` is not always correct and it is enabled only if both settings `optimize_move_to_prewhere` and `optimize_move_to_prewhere_if_final` are turned on"
"optimize_multiif_to_if","1",0,"Replace 'multiIf' with only one condition to 'if'."
"optimize_normalize_count_variants","1",0,"Rewrite aggregate functions that semantically equals to count() as count()."
"optimize_on_insert","1",0,"Do the same transformation for inserted block of data as if merge was done on this block."
"optimize_or_like_chain","0",0,"Optimize multiple OR LIKE into multiMatchAny. This optimization should not be enabled by default, because it defies index analysis in some cases."
"optimize_read_in_order","1",0,"Enable ORDER BY optimization for reading data in corresponding order in MergeTree tables."
"optimize_read_in_window_order","1",0,"Enable ORDER BY optimization in window clause for reading data in corresponding order in MergeTree tables."
"optimize_redundant_functions_in_order_by","1",0,"Remove functions from ORDER BY if its argument is also in ORDER BY"
"optimize_respect_aliases","1",0,"If it is set to true, it will respect aliases in WHERE/GROUP BY/ORDER BY, that will help with partition pruning/secondary indexes/optimize_aggregation_in_order/optimize_read_in_order/optimize_trivial_count"
"optimize_rewrite_aggregate_function_with_if","1",0,"Rewrite aggregate functions with if expression as argument when logically equivalent. For example, avg(if(cond, col, null)) can be rewritten to avgIf(cond, col)"
"optimize_rewrite_array_exists_to_has","1",0,"Rewrite arrayExists() functions to has() when logically equivalent. For example, arrayExists(x -> x = 1, arr) can be rewritten to has(arr, 1)"
"optimize_rewrite_sum_if_to_count_if","0",0,"Rewrite sumIf() and sum(if()) function countIf() function when logically equivalent"
"optimize_skip_merged_partitions","0",0,"Skip partitions with one part with level > 0 in optimize final"
"optimize_skip_unused_shards","0",0,"Assumes that data is distributed by sharding_key. Optimization to skip unused shards if SELECT query filters by sharding_key."
"optimize_skip_unused_shards_limit","1000",0,"Limit for number of sharding key values, turns off optimize_skip_unused_shards if the limit is reached"
"optimize_skip_unused_shards_nesting","0",0,"Same as optimize_skip_unused_shards, but accept nesting level until which it will work."
"optimize_skip_unused_shards_rewrite_in","1",0,"Rewrite IN in query for remote shards to exclude values that does not belong to the shard (requires optimize_skip_unused_shards)"
"optimize_sorting_by_input_stream_properties","1",0,"Optimize sorting by sorting properties of input stream"
"optimize_substitute_columns","0",0,"Use constraints for column substitution"
"optimize_syntax_fuse_functions","0",0,"Allow apply fuse aggregating function. Available only with `allow_experimental_analyzer`"
"optimize_throw_if_noop","0",0,"If setting is enabled and OPTIMIZE query didn't actually assign a merge then an explanatory exception is thrown"
"optimize_trivial_count_query","1",0,"Process trivial 'SELECT count() FROM table' query from metadata."
"optimize_trivial_insert_select","1",0,"Optimize trivial 'INSERT INTO table SELECT ... FROM TABLES' query"
"optimize_using_constraints","0",0,"Use constraints for query optimization"
"os_thread_priority","0",0,"If non zero - set corresponding 'nice' value for query processing threads. Can be used to adjust query priority for OS scheduler."
"output_format_arrow_fixed_string_as_fixed_byte_array","1",0,"Use Arrow FIXED_SIZE_BINARY type instead of Binary for FixedString columns."
"output_format_arrow_low_cardinality_as_dictionary","0",0,"Enable output LowCardinality type as Dictionary Arrow type"
"output_format_arrow_string_as_string","0",0,"Use Arrow String type instead of Binary for String columns"
"output_format_avro_codec","",0,"Compression codec used for output. Possible values: 'null', 'deflate', 'snappy'."
"output_format_avro_rows_in_file","1",0,"Max rows in a file (if permitted by storage)"
"output_format_avro_string_column_pattern","",0,"For Avro format: regexp of String columns to select as AVRO string."
"output_format_avro_sync_interval","16384",0,"Sync interval in bytes."
"output_format_bson_string_as_string","0",0,"Use BSON String type instead of Binary for String columns."
"output_format_csv_crlf_end_of_line","0",0,"If it is set true, end of line in CSV format will be \r\n instead of \n."
"output_format_decimal_trailing_zeros","0",0,"Output trailing zeros when printing Decimal values. E.g. 1.230000 instead of 1.23."
"output_format_enable_streaming","0",0,"Enable streaming in output formats that support it."
"output_format_json_array_of_rows","0",0,"Output a JSON array of all rows in JSONEachRow(Compact) format."
"output_format_json_escape_forward_slashes","1",0,"Controls escaping forward slashes for string outputs in JSON output format. This is intended for compatibility with JavaScript. Don't confuse with backslashes that are always escaped."
"output_format_json_named_tuples_as_objects","1",0,"Serialize named tuple columns as JSON objects."
"output_format_json_quote_64bit_floats","0",0,"Controls quoting of 64-bit float numbers in JSON output format."
"output_format_json_quote_64bit_integers","1",0,"Controls quoting of 64-bit integers in JSON output format."
"output_format_json_quote_decimals","0",0,"Controls quoting of decimals in JSON output format."
"output_format_json_quote_denormals","0",0,"Enables '+nan', '-nan', '+inf', '-inf' outputs in JSON output format."
"output_format_json_validate_utf8","0",0,"Validate UTF-8 sequences in JSON output formats, doesn't impact formats JSON/JSONCompact/JSONColumnsWithMetadata, they always validate utf8"
"output_format_msgpack_uuid_representation","ext",0,"The way how to output UUID in MsgPack format."
"output_format_orc_string_as_string","0",0,"Use ORC String type instead of Binary for String columns"
"output_format_parallel_formatting","1",0,"Enable parallel formatting for some data formats."
"output_format_parquet_fixed_string_as_fixed_byte_array","1",0,"Use Parquet FIXED_LENGTH_BYTE_ARRAY type instead of Binary for FixedString columns."
"output_format_parquet_row_group_size","1000000",0,"Row group size in rows."
"output_format_parquet_string_as_string","0",0,"Use Parquet String type instead of Binary for String columns."
"output_format_pretty_color","1",0,"Use ANSI escape sequences to paint colors in Pretty formats"
"output_format_pretty_grid_charset","UTF-8",0,"Charset for printing grid borders. Available charsets: ASCII, UTF-8 (default one)."
"output_format_pretty_max_column_pad_width","250",0,"Maximum width to pad all values in a column in Pretty formats."
"output_format_pretty_max_rows","10000",0,"Rows limit for Pretty formats."
"output_format_pretty_max_value_width","10000",0,"Maximum width of value to display in Pretty formats. If greater - it will be cut."
"output_format_pretty_row_numbers","0",0,"Add row numbers before each row for pretty output format"
"output_format_protobuf_nullables_with_google_wrappers","0",0,"When serializing Nullable columns with Google wrappers, serialize default values as empty wrappers. If turned off, default and null values are not serialized"
"output_format_sql_insert_include_column_names","1",0,"Include column names in INSERT query"
"output_format_sql_insert_max_batch_size","65409",0,"The maximum number  of rows in one INSERT statement."
"output_format_sql_insert_quote_names","1",0,"Quote column names with '`' characters"
"output_format_sql_insert_table_name","table",0,"The name of table in the output INSERT query"
"output_format_sql_insert_use_replace","0",0,"Use REPLACE statement instead of INSERT"
"output_format_tsv_crlf_end_of_line","0",0,"If it is set true, end of line in TSV format will be \r\n instead of \n."
"output_format_write_statistics","1",0,"Write statistics about read rows, bytes, time elapsed in suitable output formats."
"parallel_distributed_insert_select","0",0,"Process distributed INSERT SELECT query in the same cluster on local tables on every shard; if set to 1 - SELECT is executed on each shard; if set to 2 - SELECT and INSERT are executed on each shard"
"parallel_replica_offset","0",0,"This is internal setting that should not be used directly and represents an implementation detail of the 'parallel replicas' mode. This setting will be automatically set up by the initiator server for distributed queries to the index of the replica participating in query processing among parallel replicas."
"parallel_replicas_count","0",0,"This is internal setting that should not be used directly and represents an implementation detail of the 'parallel replicas' mode. This setting will be automatically set up by the initiator server for distributed queries to the number of parallel replicas participating in query processing."
"parallel_replicas_single_task_marks_count_multiplier","2",0,"A multiplier which will be added during calculation for minimal number of marks to retrieve from coordinator. This will be applied only for remote replicas."
"parallel_view_processing","1",1,"Enables pushing to attached views concurrently instead of sequentially."
"partial_merge_join_left_table_buffer_bytes","0",0,"If not 0 group left table blocks in bigger ones for left-side table in partial merge join. It uses up to 2x of specified memory per joining thread."
"partial_merge_join_optimizations","0",0,"Obsolete setting, does nothing."
"partial_merge_join_rows_in_right_blocks","65536",0,"Split right-hand joining data in blocks of specified size. It's a portion of data indexed by min-max values and possibly unloaded on disk."
"parts_to_delay_insert","0",0,"If the destination table contains at least that many active parts in a single partition, artificially slow down insert into table."
"parts_to_throw_insert","0",0,"If more than this number active parts in a single partition of the destination table, throw 'Too many parts ...' exception."
"periodic_live_view_refresh","60",0,"Interval after which periodically refreshed live view is forced to refresh."
"poll_interval","10",0,"Block at the query wait loop on the server for the specified number of seconds."
"postgresql_connection_pool_auto_close_connection","0",0,"Close connection before returning connection to the pool."
"postgresql_connection_pool_size","16",0,"Connection pool size for PostgreSQL table engine and database engine."
"postgresql_connection_pool_wait_timeout","5000",0,"Connection pool push/pop timeout on empty pool for PostgreSQL table engine and database engine. By default it will block on empty pool."
"prefer_column_name_to_alias","0",0,"Prefer using column names instead of aliases if possible."
"prefer_global_in_and_join","0",0,"If enabled, all IN/JOIN operators will be rewritten as GLOBAL IN/JOIN. It's useful when the to-be-joined tables are only available on the initiator and we need to always scatter their data on-the-fly during distributed processing with the GLOBAL keyword. It's also useful to reduce the need to access the external sources joining external tables."
"prefer_localhost_replica","0",1,"If it's true then queries will be always sent to local replica (if it exists). If it's false then replica to send a query will be chosen between local and remote ones according to load_balancing"
"preferred_block_size_bytes","1000000",0,"This setting adjusts the data block size for query processing and represents additional fine tune to the more rough 'max_block_size' setting. If the columns are large and with 'max_block_size' rows the block size is likely to be larger than the specified amount of bytes, its size will be lowered for better CPU cache locality."
"preferred_max_column_in_block_size_bytes","0",0,"Limit on max column size in block while reading. Helps to decrease cache misses count. Should be close to L2 cache size."
"priority","0",0,"Priority of the query. 1 - the highest, higher value - lower priority; 0 - do not use priorities."
"query_cache_min_query_duration","0",0,"Minimum time in milliseconds for a query to run for its result to be stored in the query cache."
"query_cache_min_query_runs","0",0,"Minimum number a SELECT query must run before its result is stored in the query cache"
"query_cache_share_between_users","0",0,"Allow other users to read entry in the query cache"
"query_cache_store_results_of_queries_with_nondeterministic_functions","0",0,"Store results of queries with non-deterministic functions (e.g. rand(), now()) in the query cache"
"query_cache_ttl","60",0,"After this time in seconds entries in the query cache become stale"
"query_plan_aggregation_in_order","1",0,"Use query plan for aggregation-in-order optimisation"
"query_plan_enable_optimizations","1",0,"Apply optimizations to query plan"
"query_plan_filter_push_down","1",0,"Allow to push down filter by predicate query plan step"
"query_plan_max_optimizations_to_apply","10000",0,"Limit the total number of optimizations applied to query plan. If zero, ignored. If limit reached, throw exception"
"query_plan_optimize_primary_key","1",0,"Analyze primary key using query plan (instead of AST)"
"query_plan_read_in_order","1",0,"Use query plan for read-in-order optimisation"
"query_plan_remove_redundant_distinct","1",0,"Remove redundant Distinct step in query plan"
"query_plan_remove_redundant_sorting","1",0,"Remove redundant sorting in query plan. For example, sorting steps related to ORDER BY clauses in subqueries"
"query_profiler_cpu_time_period_ns","1000000000",0,"Period for CPU clock timer of query profiler (in nanoseconds). Set 0 value to turn off the CPU clock query profiler. Recommended value is at least 10000000 (100 times a second) for single queries or 1000000000 (once a second) for cluster-wide profiling."
"query_profiler_real_time_period_ns","1000000000",0,"Period for real clock timer of query profiler (in nanoseconds). Set 0 value to turn off the real clock query profiler. Recommended value is at least 10000000 (100 times a second) for single queries or 1000000000 (once a second) for cluster-wide profiling."
"queue_max_wait_ms","0",0,"The wait time in the request queue, if the number of concurrent requests exceeds the maximum."
"rabbitmq_max_wait_ms","5000",0,"The wait time for reading from RabbitMQ before retry."
"read_backoff_max_throughput","1048576",0,"Settings to reduce the number of threads in case of slow reads. Count events when the read bandwidth is less than that many bytes per second."
"read_backoff_min_concurrency","1",0,"Settings to try keeping the minimal number of threads in case of slow reads."
"read_backoff_min_events","2",0,"Settings to reduce the number of threads in case of slow reads. The number of events after which the number of threads will be reduced."
"read_backoff_min_interval_between_events_ms","1000",0,"Settings to reduce the number of threads in case of slow reads. Do not pay attention to the event, if the previous one has passed less than a certain amount of time."
"read_backoff_min_latency_ms","1000",0,"Setting to reduce the number of threads in case of slow reads. Pay attention only to reads that took at least that much time."
"read_from_filesystem_cache_if_exists_otherwise_bypass_cache","0",0,"Allow to use the filesystem cache in passive mode - benefit from the existing cache entries, but don't put more entries into the cache. If you set this setting for heavy ad-hoc queries and leave it disabled for short real-time queries, this will allows to avoid cache threshing by too heavy queries and to improve the overall system efficiency."
"read_in_order_two_level_merge_threshold","100",0,"Minimal number of parts to read to run preliminary merge step during multithread reading in order of primary key."
"read_overflow_mode","throw",0,"What to do when the limit is exceeded."
"read_overflow_mode_leaf","throw",0,"What to do when the leaf limit is exceeded."
"read_priority","0",0,"Priority to read data from local filesystem. Only supported for 'pread_threadpool' method."
"readonly","0",0,"0 - no read-only restrictions. 1 - only read requests, as well as changing explicitly allowed settings. 2 - only read requests, as well as changing settings, except for the 'readonly' setting."
"receive_data_timeout_ms","2000",0,"Connection timeout for receiving first packet of data or packet with positive progress from replica"
"receive_timeout","1800",1,"Timeout for receiving data from network, in seconds. If no bytes were received in this interval, exception is thrown. If you set this setting on client, the 'send_timeout' for the socket will be also set on the corresponding connection end on the server."
"regexp_dict_allow_hyperscan","1",0,"Allow regexp_tree dictionary using Hyperscan library."
"regexp_dict_allow_other_sources","0",0,"Allow regexp_tree dictionary to use sources other than yaml source."
"regexp_max_matches_per_row","1000",0,"Max matches of any single regexp per row, used to safeguard 'extractAllGroupsHorizontal' against consuming too much memory with greedy RE."
"reject_expensive_hyperscan_regexps","1",0,"Reject patterns which will likely be expensive to evaluate with hyperscan (due to NFA state explosion)"
"remerge_sort_lowered_memory_bytes_ratio","2",0,"If memory usage after remerge does not reduced by this ratio, remerge will be disabled."
"remote_filesystem_read_method","threadpool",0,"Method of reading data from remote filesystem, one of: read, threadpool."
"remote_filesystem_read_prefetch","1",0,"Should use prefetching when reading data from remote filesystem."
"remote_fs_read_backoff_max_tries","5",0,"Max attempts to read with backoff"
"remote_fs_read_max_backoff_ms","10000",0,"Max wait time when trying to read data for remote disk"
"remote_read_min_bytes_for_seek","4194304",0,"Min bytes required for remote read (url, s3) to do seek, instead for read with ignore."
"replace_running_query","0",0,"Whether the running request should be canceled with the same id as the new one."
"replace_running_query_max_wait_ms","5000",0,"The wait time for running query with the same query_id to finish when setting 'replace_running_query' is active."
"replication_alter_columns_timeout","60",0,"Obsolete setting, does nothing."
"replication_alter_partitions_sync","1",0,"Wait for actions to manipulate the partitions. 0 - do not wait, 1 - wait for execution only of itself, 2 - wait for everyone."
"replication_wait_for_inactive_replica_timeout","120",0,"Wait for inactive replica to execute ALTER/OPTIMIZE. Time in seconds, 0 - do not wait, negative - wait for unlimited time."
"restore_threads","16",0,"The maximum number of threads to execute RESTORE requests."
"result_overflow_mode","throw",0,"What to do when the limit is exceeded."
"s3_allow_parallel_part_upload","1",0,"Use multiple threads for s3 multipart upload. It may lead to slightly higher memory usage"
"s3_check_objects_after_upload","0",0,"Check each uploaded object to s3 with head request to be sure that upload was successful"
"s3_create_new_file_on_insert","0",0,"Enables or disables creating a new file on each insert in s3 engine tables"
"s3_list_object_keys_size","1000",0,"Maximum number of files that could be returned in batch by ListObject request"
"s3_max_connections","1024",0,"The maximum number of connections per server."
"s3_max_get_burst","0",0,"Max number of requests that can be issued simultaneously before hitting request per second limit. By default (0) equals to `s3_max_get_rps`"
"s3_max_get_rps","0",0,"Limit on S3 GET request per second rate before throttling. Zero means unlimited."
"s3_max_put_burst","0",0,"Max number of requests that can be issued simultaneously before hitting request per second limit. By default (0) equals to `s3_max_put_rps`"
"s3_max_put_rps","0",0,"Limit on S3 PUT request per second rate before throttling. Zero means unlimited."
"s3_max_redirects","10",0,"Max number of S3 redirects hops allowed."
"s3_max_single_part_upload_size","33554432",0,"The maximum size of object to upload using singlepart upload to S3."
"s3_max_single_read_retries","4",0,"The maximum number of retries during single S3 read."
"s3_max_unexpected_write_error_retries","4",0,"The maximum number of retries in case of unexpected errors during S3 write."
"s3_max_upload_part_size","5368709120",0,"The maximum size of part to upload during multipart upload to S3."
"s3_min_upload_part_size","16777216",0,"The minimum size of part to upload during multipart upload to S3."
"s3_throw_on_zero_files_match","0",0,"Throw an error, when ListObjects request cannot match any files"
"s3_truncate_on_insert","0",0,"Enables or disables truncate before insert in s3 engine tables."
"s3_upload_part_size_multiply_factor","2",0,"Multiply s3_min_upload_part_size by this factor each time s3_multiply_parts_count_threshold parts were uploaded from a single write to S3."
"s3_upload_part_size_multiply_parts_count_threshold","500",0,"Each time this number of parts was uploaded to S3 s3_min_upload_part_size multiplied by s3_upload_part_size_multiply_factor."
"schema_inference_cache_require_modification_time_for_url","1",0,"Use schema from cache for URL with last modification time validation (for urls with Last-Modified header)"
"schema_inference_hints","",0,"The list of column names and types to use in schema inference for formats without column names. The format: 'column_name1 column_type1, column_name2 column_type2, ...'"
"schema_inference_make_columns_nullable","1",0,"If set to true, all inferred types will be Nullable in schema inference for formats without information about nullability."
"schema_inference_use_cache_for_file","1",0,"Use cache in schema inference while using file table function"
"schema_inference_use_cache_for_hdfs","1",0,"Use cache in schema inference while using hdfs table function"
"schema_inference_use_cache_for_s3","1",0,"Use cache in schema inference while using s3 table function"
"schema_inference_use_cache_for_url","1",0,"Use cache in schema inference while using url table function"
"select_sequential_consistency","0",0,"For SELECT queries from the replicated table, throw an exception if the replica does not have a chunk written with the quorum; do not read the parts that have not yet been written with the quorum."
"send_logs_level","fatal",0,"Send server text logs with specified minimum level to client. Valid values: 'trace', 'debug', 'information', 'warning', 'error', 'fatal', 'none'"
"send_logs_source_regexp","",0,"Send server text logs with specified regexp to match log source name. Empty means all sources."
"send_progress_in_http_headers","0",0,"Send progress notifications using X-ClickHouse-Progress headers. Some clients do not support high amount of HTTP headers (Python requests in particular), so it is disabled by default."
"send_timeout","300",0,"Timeout for sending data to network, in seconds. If client needs to sent some data, but it did not able to send any bytes in this interval, exception is thrown. If you set this setting on client, the 'receive_timeout' for the socket will be also set on the corresponding connection end on the server."
"set_overflow_mode","throw",0,"What to do when the limit is exceeded."
"short_circuit_function_evaluation","enable",0,"Setting for short-circuit function evaluation configuration. Possible values: 'enable' - use short-circuit function evaluation for functions that are suitable for it, 'disable' - disable short-circuit function evaluation, 'force_enable' - use short-circuit function evaluation for all functions."
"show_table_uuid_in_table_create_query_if_not_nil","0",0,"For tables in databases with Engine=Atomic show UUID of the table in its CREATE query."
"single_join_prefer_left_table","1",0,"For single JOIN in case of identifier ambiguity prefer left table"
"skip_download_if_exceeds_query_cache","1",0,"Skip download from remote filesystem if exceeds query cache size"
"skip_unavailable_shards","1",1,"If true, ClickHouse silently skips unavailable shards and nodes unresolvable through DNS. Shard is marked as unavailable when none of the replicas can be reached."
"sleep_after_receiving_query_ms","0",0,"Time to sleep after receiving query in TCPHandler"
"sleep_in_receive_cancel_ms","0",0,"Time to sleep in receiving cancel in TCPHandler"
"sleep_in_send_data_ms","0",0,"Time to sleep in sending data in TCPHandler"
"sleep_in_send_tables_status_ms","0",0,"Time to sleep in sending tables status response in TCPHandler"
"sort_overflow_mode","throw",0,"What to do when the limit is exceeded."
"storage_file_read_method","mmap",0,"Method of reading data from storage file, one of: read, pread, mmap."
"stream_flush_interval_ms","7500",0,"Timeout for flushing data from streaming storages."
"stream_like_engine_allow_direct_select","0",0,"Allow direct SELECT query for Kafka, RabbitMQ, FileLog, Redis Streams and NATS engines. In case there are attached materialized views, SELECT query is not allowed even if this setting is enabled."
"stream_like_engine_insert_queue","",0,"When stream like engine reads from multiple queues, user will need to select one queue to insert into when writing. Used by Redis Streams and NATS."
"stream_poll_timeout_ms","500",0,"Timeout for polling data from/to streaming storages."
"system_events_show_zero_values","0",0,"When querying system.events or system.metrics tables, include all metrics, even with zero values."
"table_function_remote_max_addresses","1000",0,"The maximum number of different shards and the maximum number of replicas of one shard in the `remote` function."
"tcp_keep_alive_timeout","290",0,"The time in seconds the connection needs to remain idle before TCP starts sending keepalive probes"
"temporary_files_codec","LZ4",0,"Set compression codec for temporary files (sort and join on disk). I.e. LZ4, NONE."
"temporary_live_view_timeout","1",0,"Obsolete setting, does nothing."
"throw_if_no_data_to_insert","1",0,"Enables or disables empty INSERTs, enabled by default"
"throw_on_error_from_cache_on_write_operations","0",0,"Ignore error from cache when caching on write operations (INSERT, merges)"
"throw_on_unsupported_query_inside_transaction","1",0,"Throw exception if unsupported query is used inside transaction"
"timeout_before_checking_execution_speed","10",0,"Check that the speed is not too low after the specified time has elapsed."
"timeout_overflow_mode","throw",0,"What to do when the limit is exceeded."
"totals_auto_threshold","0.5",0,"The threshold for totals_mode = 'auto'."
"totals_mode","after_having_exclusive",0,"How to calculate TOTALS when HAVING is present, as well as when max_rows_to_group_by and group_by_overflow_mode = ‘any’ are present."
"trace_profile_events","0",0,"Send to system.trace_log profile event and value of increment on each increment with 'ProfileEvent' trace_type"
"transfer_overflow_mode","throw",0,"What to do when the limit is exceeded."
"transform_null_in","0",0,"If enabled, NULL values will be matched with 'IN' operator as if they are considered equal."
"union_default_mode","",0,"Set default mode in UNION query. Possible values: empty string, 'ALL', 'DISTINCT'. If empty, query without mode will throw exception."
"unknown_packet_in_send_data","0",0,"Send unknown packet instead of data Nth data packet"
"use_client_time_zone","0",0,"Use client timezone for interpreting DateTime string values, instead of adopting server timezone."
"use_compact_format_in_distributed_parts_names","1",0,"Changes format of directories names for distributed table insert parts."
"use_hedged_requests","1",0,"Use hedged requests for distributed queries"
"use_index_for_in_with_subqueries","1",0,"Try using an index if there is a subquery or a table expression on the right side of the IN operator."
"use_local_cache_for_remote_storage","1",0,"Use local cache for remote storage like HDFS or S3, it's used for remote table engine only"
"use_query_cache","0",0,"Enable the query cache"
"use_skip_indexes","1",0,"Use data skipping indexes during query execution."
"use_skip_indexes_if_final","0",0,"If query has FINAL, then skipping data based on indexes may produce incorrect result, hence disabled by default."
"use_structure_from_insertion_table_in_table_functions","2",0,"Use structure from insertion table instead of schema inference from data. Possible values: 0 - disabled, 1 - enabled, 2 - auto"
"use_uncompressed_cache","0",0,"Whether to use the cache of uncompressed blocks."
"validate_polygons","1",0,"Throw exception if polygon is invalid in function pointInPolygon (e.g. self-tangent, self-intersecting). If the setting is false, the function will accept invalid polygons but may silently return wrong result."
"wait_changes_become_visible_after_commit_mode","wait_unknown",0,"Wait for committed changes to become actually visible in the latest snapshot"
"wait_for_async_insert","1",0,"If true wait for processing of asynchronous insertion"
"wait_for_async_insert_timeout","120",0,"Timeout for waiting for processing asynchronous insertion"
"wait_for_window_view_fire_signal_timeout","10",0,"Timeout for waiting for window view fire signal in event time processing"
"window_view_clean_interval","60",0,"The clean interval of window view in seconds to free outdated data."
"window_view_heartbeat_interval","15",0,"The heartbeat interval in seconds to indicate watch query is alive."
"workload","default",0,"Name of workload to be used to access resources"
"zstd_window_log_max","0",0,"Allows you to select the max window log of ZSTD (it will not be used for MergeTree family)"
